Selected,loan_amnt,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,addr_state,open_acc,revol_bal,total_acc,application_type,default,term_m,int_rate_num,dti_clean,revol_util_clean,fico_mid,log_annual_inc,F_default,I_default,P_1,P_0,risk_band
0,12850,330.17,E,E2,8 years,MORTGAGE,36500,Verified,credit_card,IL,16,21359,26,Individual,0,60,18.55,34.5,64.1,667,10.50506754,0,1,0.5349253036,0.4650746964,High
0,10200,336.51,B,B5,4 years,MORTGAGE,37000,Verified,other,CA,9,3207,17,Individual,0,36,11.53,12.36,26.5,677,10.518673192,0,0,0.1166079633,0.8833920367,Low
0,30000,811.44,E,E5,2 years,MORTGAGE,60000,Source Verified,home_improvement,LA,6,610,18,Individual,0,60,20.99,23.78,7,712,11.002099841,0,0,0.4636856813,0.5363143187,High
0,10000,229.23,C,C3,2 years,MORTGAGE,61100,Not Verified,debt_consolidation,ME,7,6900,17,Individual,0,60,13.33,11.47,62.2,687,11.020267145,0,0,0.2474736805,0.7525263195,Medium
0,29225,761.18,E,E3,1 year,RENT,80000,Source Verified,credit_card,VA,17,17720,24,Individual,1,60,19.19,21.87,87.3,667,11.289781914,1,1,0.5580340253,0.4419659747,High
0,3000,102.52,C,C4,6 years,RENT,23000,Source Verified,credit_card,NY,6,3074,6,Individual,0,36,13.99,6.86,45.2,667,10.043249495,0,0,0.2115964797,0.7884035203,Medium
0,5000,156.43,A,A5,10+ years,MORTGAGE,38500,Source Verified,debt_consolidation,MO,5,5169,17,Individual,0,36,7.89,8.98,83.4,702,10.55841352,0,0,0.0431757712,0.9568242288,Low
0,24000,732.74,A,A2,10+ years,RENT,80000,Source Verified,credit_card,NJ,11,43005,30,Individual,1,36,6.24,15.66,52.6,697,11.289781914,1,0,0.0581472091,0.9418527909,Low
0,17000,389.69,C,C3,3 years,MORTGAGE,75000,Source Verified,credit_card,NV,10,12219,19,Individual,1,60,13.33,14.11,40.2,717,11.225243393,1,0,0.2439774781,0.7560225219,Medium
0,9000,320.83,D,D3,7 years,MORTGAGE,90000,Source Verified,debt_consolidation,GA,13,4250,17,Individual,0,36,16.99,32.17,22.4,682,11.407564949,0,0,0.2767757902,0.7232242098,Medium
0,30000,1000.59,C,C1,8 years,MORTGAGE,143000,Verified,debt_consolidation,CO,10,21792,20,Individual,0,36,12.29,15.08,61,687,11.870599909,0,0,0.1502519463,0.8497480537,Medium
0,31850,1068.41,C,C2,10+ years,MORTGAGE,120000,Source Verified,debt_consolidation,NC,7,4494,27,Individual,1,36,12.69,5.57,47.8,692,11.695247022,1,0,0.1260485107,0.8739514893,Medium
0,4000,130.94,B,B4,2 years,RENT,90000,Source Verified,other,NJ,5,2767,15,Individual,0,36,10.99,8.36,62.9,677,11.407564949,0,0,0.1095106761,0.8904893239,Low
0,15000,507.8,C,C3,2 years,RENT,50000,Source Verified,credit_card,FL,5,3236,7,Individual,0,36,13.33,23.42,36.8,722,10.819778284,0,0,0.193214216,0.806785784,Medium
0,10000,349.65,D,D1,10+ years,RENT,39000,Verified,other,GA,14,15496,23,Individual,1,36,15.61,31.88,70.1,667,10.571316925,1,0,0.3094219247,0.6905780753,High
0,31000,988.25,B,B2,4 years,RENT,260000,Source Verified,debt_consolidation,MA,6,22045,22,Individual,0,36,9.17,3.74,39.9,707,12.46843691,0,0,0.0835073523,0.9164926477,Low
0,9000,301.91,C,C2,10+ years,RENT,120000,Source Verified,debt_consolidation,CA,9,11691,20,Individual,0,36,12.69,7.04,55.4,697,11.695247022,0,0,0.1467160919,0.8532839081,Medium
0,16000,523.75,B,B4,8 years,MORTGAGE,94000,Not Verified,debt_consolidation,CA,17,9483,30,Individual,0,36,10.99,14.16,36.6,707,11.451050061,0,0,0.1037694051,0.8962305949,Low
0,8000,258.1,B,B3,10+ years,MORTGAGE,80000,Source Verified,small_business,GA,16,16479,35,Individual,0,36,9.99,17.67,26.3,742,11.289781914,0,0,0.0893148568,0.9106851432,Low
0,10000,341.73,C,C4,8 years,RENT,53000,Not Verified,credit_card,CA,11,6950,17,Individual,1,36,13.99,24.28,53.1,667,10.878047193,1,0,0.2627073362,0.7372926638,Medium
0,24000,590.68,D,D2,2 years,MORTGAGE,85000,Source Verified,credit_card,TX,18,24349,26,Individual,0,60,16.55,28.35,77.8,662,11.350406535,0,0,0.4394413617,0.5605586383,High
0,7375,262.91,D,D3,7 years,RENT,120000,Source Verified,debt_consolidation,FL,4,5372,8,Individual,0,36,16.99,5.8,29.4,687,11.695247022,0,0,0.2102250559,0.7897749441,Medium
0,21700,490.31,C,C2,10+ years,OWN,123000,Verified,credit_card,TX,19,40984,49,Individual,0,60,12.69,30.1,64.2,722,11.719939634,0,0,0.2773177264,0.7226822736,Medium
0,9000,282.78,B,B1,6 years,MORTGAGE,192000,Source Verified,credit_card,MD,17,90502,48,Individual,0,36,8.18,15.24,62.2,672,12.165250651,0,0,0.0623729791,0.9376270209,Low
0,7625,258.14,C,C3,10+ years,OWN,55000,Source Verified,debt_consolidation,NY,12,11093,22,Individual,0,36,13.33,24.22,61.6,682,10.915088464,0,0,0.2029718971,0.7970281029,Medium
0,15000,451.73,A,A1,10+ years,MORTGAGE,89000,Source Verified,home_improvement,OH,15,10636,35,Individual,0,36,5.32,19.47,17.2,682,11.396391649,0,0,0.0559104804,0.9440895196,Low
0,13375,487.24,E,E2,10+ years,RENT,37000,Source Verified,debt_consolidation,TX,10,5864,28,Individual,1,36,18.55,10.46,21.6,727,10.518673192,1,0,0.2291924673,0.7708075327,Medium
0,5000,167.73,C,C2,10+ years,MORTGAGE,54000,Verified,small_business,NV,22,30522,38,Individual,0,36,12.69,27.42,49,707,10.896739326,0,0,0.1866301052,0.8133698948,Medium
0,2800,89.27,B,B2,4 years,MORTGAGE,52000,Not Verified,credit_card,OH,10,11476,24,Individual,0,36,9.17,27.21,41.3,702,10.858998998,0,0,0.0879013097,0.9120986903,Low
0,16800,500.82,F,F5,5 years,OWN,40000,Source Verified,home_improvement,MN,4,0,9,Individual,1,60,25.78,6.24,0,772,10.596634733,1,0,0.4380198281,0.5619801719,High
0,18000,406.71,C,C2,3 years,MORTGAGE,105000,Not Verified,debt_consolidation,OH,10,14841,15,Individual,0,60,12.69,13.74,89.9,667,11.561715629,0,0,0.2552702063,0.7447297937,Medium
0,6000,193.58,B,B3,10+ years,RENT,78000,Verified,debt_consolidation,AZ,15,8753,40,Individual,1,36,9.99,28.86,50.3,672,11.264464106,1,0,0.1685410013,0.8314589987,Medium
0,9700,320.01,B,B5,5 years,MORTGAGE,82000,Source Verified,debt_consolidation,TX,14,4068,34,Individual,0,36,11.53,14.65,21.3,707,11.314474526,0,0,0.1076742212,0.8923257788,Low
0,4200,131.4,A,A5,10+ years,OWN,40000,Not Verified,home_improvement,GA,16,2334,32,Individual,0,36,7.89,27.24,7.8,712,10.596634733,0,0,0.0820199353,0.9179800647,Low
0,28700,914.93,B,B2,9 years,MORTGAGE,87177,Verified,debt_consolidation,IL,14,45427,20,Individual,0,36,9.17,26.56,61.4,727,11.375695814,0,0,0.0973242536,0.9026757464,Low
0,10000,305.31,A,A2,2 years,MORTGAGE,85000,Source Verified,debt_consolidation,NC,25,14787,43,Individual,0,36,6.24,21.9,16.8,767,11.350406535,0,0,0.0412475701,0.9587524299,Low
0,5600,175.95,B,B1,4 years,MORTGAGE,36000,Source Verified,credit_card,GA,7,4950,40,Individual,0,36,8.18,8.9,44.2,677,10.491274217,0,0,0.0661439765,0.9338560235,Low
0,4500,143.46,B,B2,7 years,OWN,40000,Verified,credit_card,FL,6,4289,15,Individual,0,36,9.17,12.84,51.1,692,10.596634733,0,0,0.0944553568,0.9055446432,Low
0,1975,70.41,D,D3,1 year,RENT,32000,Not Verified,debt_consolidation,NY,22,1827,25,Individual,1,36,16.99,7.08,43.5,677,10.373491182,1,0,0.2787398148,0.7212601852,Medium
0,14500,500.17,C,C5,7 years,RENT,29000,Source Verified,debt_consolidation,MS,6,5425,33,Individual,0,36,14.65,23.8,72.3,672,10.275051109,0,0,0.2421426581,0.7578573419,Medium
0,12000,275.07,C,C3,2 years,RENT,63400,Verified,debt_consolidation,FL,14,17892,24,Individual,1,60,13.33,19.76,56.6,667,11.05721914,1,0,0.4153764027,0.5846235973,High
0,6000,197.95,B,B5,2 years,MORTGAGE,29500,Verified,credit_card,ND,5,3743,15,Individual,0,36,11.53,35.84,25.8,707,10.292145542,0,0,0.1366201785,0.8633798215,Medium
0,10000,318.79,B,B2,10+ years,MORTGAGE,72000,Source Verified,debt_consolidation,FL,9,7127,21,Individual,0,36,9.17,26.23,73.5,672,11.184421398,0,0,0.1103204665,0.8896795335,Low
0,8000,247.97,A,A4,5 years,RENT,60415,Source Verified,debt_consolidation,CA,15,8593,35,Individual,0,36,7.26,14.42,68.7,697,11.008992697,0,0,0.0709377803,0.9290622197,Low
0,10000,309.97,A,A4,10+ years,OWN,46000,Not Verified,credit_card,AZ,8,14020,27,Individual,0,36,7.26,26.18,43.8,717,10.736396675,0,0,0.0563608231,0.9436391769,Low
0,11525,360.57,A,A5,10+ years,MORTGAGE,90000,Verified,debt_consolidation,WY,7,4324,27,Individual,0,36,7.89,1.28,17.7,677,11.407564949,0,0,0.0475046192,0.9524953808,Low
0,20800,526.61,D,D5,2 years,RENT,52000,Verified,other,NJ,9,9726,9,Individual,1,60,17.86,38.33,64.4,682,10.858998998,1,1,0.5592927041,0.4407072959,High
0,7000,244.76,D,D1,< 1 year,RENT,18300,Verified,debt_consolidation,NY,21,9274,29,Individual,0,36,15.61,27.21,39.8,682,9.8146563388,0,0,0.3377012144,0.6622987856,High
0,5375,177.33,B,B5,5 years,RENT,65000,Source Verified,credit_card,NY,5,5226,7,Individual,0,36,11.53,4.25,65.3,662,11.082142549,0,0,0.1416892905,0.8583107095,Medium
0,7000,219.94,B,B1,10+ years,MORTGAGE,75000,Verified,debt_consolidation,WI,10,53433,32,Individual,0,36,8.18,25.3,89,707,11.225243393,0,0,0.0646251024,0.9353748976,Low
0,25000,782.15,A,A5,3 years,MORTGAGE,242000,Source Verified,home_improvement,WA,16,21611,30,Individual,0,36,7.89,6.38,61,697,12.396693005,0,0,0.0519670896,0.9480329104,Low
0,25000,838.63,C,C2,10+ years,MORTGAGE,75000,Verified,debt_consolidation,NV,11,16238,14,Individual,0,36,12.69,28.37,35.2,672,11.225243393,0,0,0.2185479656,0.7814520344,Medium
0,9475,312.59,B,B5,10+ years,RENT,20600,Not Verified,credit_card,TN,15,19628,28,Individual,0,36,11.53,34.44,39.5,727,9.9330463548,0,0,0.1681458573,0.8318541427,Medium
0,4000,133.42,C,C1,8 years,MORTGAGE,36040,Verified,debt_consolidation,TX,11,3806,21,Individual,0,36,12.29,9.66,45.9,677,10.492384712,0,0,0.1406596879,0.8593403121,Medium
0,14750,530.08,D,D4,10+ years,RENT,41000,Source Verified,debt_consolidation,FL,6,10260,21,Individual,0,36,17.57,19.99,58.6,672,10.621327346,0,0,0.3020435638,0.6979564362,High
0,4075,147.04,D,D5,1 year,OWN,12000,Verified,debt_consolidation,CO,6,6030,7,Individual,0,36,17.86,17.3,45.7,662,9.3926619288,0,0,0.301779187,0.698220813,High
0,7200,219.83,A,A2,8 years,MORTGAGE,101000,Not Verified,debt_consolidation,MN,20,10906,39,Individual,0,36,6.24,22.43,16.4,752,11.522875796,0,0,0.0404705369,0.9595294631,Low
0,21000,495.74,C,C5,9 years,MORTGAGE,58500,Source Verified,debt_consolidation,DE,10,107220,15,Individual,0,60,14.65,18.26,29.9,802,10.976782033,0,0,0.1578737014,0.8421262986,Medium
0,6000,183.19,A,A2,1 year,RENT,40000,Source Verified,credit_card,KY,11,6282,15,Individual,0,36,6.24,15.42,29.5,682,10.596634733,0,0,0.0799746503,0.9200253497,Low
0,9600,297.57,A,A4,10+ years,MORTGAGE,29000,Verified,debt_consolidation,FL,10,17693,18,Individual,0,36,7.26,10.76,28.7,727,10.275051109,0,0,0.0437263609,0.9562736391,Low
0,5000,156.43,A,A5,10+ years,RENT,56000,Not Verified,debt_consolidation,KS,10,4776,26,Individual,0,36,7.89,16.29,31.2,712,10.93310697,0,0,0.0646568091,0.9353431909,Low
0,21000,536.13,E,E1,< 1 year,RENT,126000,Source Verified,other,CA,10,3691,17,Individual,0,60,18.25,5.41,11.4,692,11.744037186,0,0,0.4041119743,0.5958880257,High
0,10000,322.63,B,B3,10+ years,MORTGAGE,94000,Not Verified,credit_card,WI,13,11964,30,Individual,0,36,9.99,27.09,64,722,11.451050061,0,0,0.0865392402,0.9134607598,Low
0,10000,318.79,B,B2,10+ years,RENT,50000,Verified,debt_consolidation,WA,8,4837,11,Individual,0,36,9.17,11.91,35.6,702,10.819778284,0,0,0.1145026196,0.8854973804,Low
0,12000,392.81,B,B4,10+ years,MORTGAGE,80000,Not Verified,credit_card,CO,9,16672,27,Individual,0,36,10.99,35.1,81.3,727,11.289781914,0,0,0.09708643,0.90291357,Low
0,11000,345.62,B,B1,9 years,MORTGAGE,79000,Source Verified,debt_consolidation,CA,5,11692,20,Individual,0,36,8.18,10.83,61.9,687,11.277203131,0,0,0.0700181601,0.9299818399,Low
0,25000,638.25,E,E1,10+ years,MORTGAGE,78000,Source Verified,debt_consolidation,CT,11,87361,26,Individual,0,60,18.25,19.28,58.5,722,11.264464106,0,0,0.2729126966,0.7270873034,Medium
0,15000,507.8,C,C3,3 years,RENT,70000,Not Verified,small_business,CA,6,5780,6,Individual,0,36,13.33,9.23,26.3,732,11.156250521,0,0,0.1668551995,0.8331448005,Medium
0,16000,333.46,B,B2,8 years,RENT,69070,Not Verified,credit_card,FL,23,6477,44,Individual,0,60,9.17,18.51,20.6,687,11.142875762,0,0,0.2727791126,0.7272208874,Medium
0,10000,333.53,C,C1,4 years,RENT,58000,Source Verified,debt_consolidation,IL,7,12307,17,Individual,0,36,12.29,13.14,48.6,672,10.96819829,0,0,0.1793035361,0.8206964639,Medium
0,35000,1223.77,D,D1,1 year,RENT,142000,Source Verified,credit_card,NJ,10,28962,28,Individual,0,36,15.61,14.55,73,687,11.863582337,0,0,0.249231744,0.750768256,Medium
0,16000,533.65,C,C1,1 year,RENT,59500,Source Verified,debt_consolidation,MO,7,15522,11,Individual,0,36,12.29,35.63,67.5,722,10.993731592,0,0,0.205588723,0.794411277,Medium
0,35000,1257.8,D,D4,1 year,RENT,120000,Verified,debt_consolidation,CA,13,57091,38,Individual,0,36,17.57,22.72,92.2,672,11.695247022,0,0,0.3289894451,0.6710105549,High
0,8400,271.01,B,B3,1 year,MORTGAGE,38000,Source Verified,debt_consolidation,FL,4,3898,13,Individual,0,36,9.99,3.28,40.6,682,10.545341439,0,0,0.0824950974,0.9175049026,Low
0,27500,864.04,B,B1,4 years,RENT,55000,Not Verified,debt_consolidation,IL,17,12802,28,Individual,0,36,8.18,21.89,17.2,772,10.915088464,0,0,0.0886734596,0.9113265404,Low
0,24675,629.95,E,E1,3 years,RENT,96000,Verified,debt_consolidation,NJ,13,15051,20,Individual,1,60,18.25,34.71,44.7,732,11.47210347,1,0,0.479712087,0.520287913,High
0,25000,632.94,D,D5,10+ years,MORTGAGE,130000,Source Verified,debt_consolidation,NY,15,15838,20,Individual,1,60,17.86,16.4,43.4,732,11.775289729,1,0,0.3371939656,0.6628060344,High
0,5000,150.58,A,A1,2 years,RENT,107000,Source Verified,debt_consolidation,CO,10,13256,12,Individual,0,36,5.32,10.7,44.3,692,11.580584113,0,0,0.054152889,0.945847111,Low
0,9000,301.91,C,C2,10+ years,MORTGAGE,82000,Source Verified,debt_consolidation,AZ,19,15309,49,Individual,0,36,12.69,11.59,67.1,667,11.314474526,0,0,0.1428873457,0.8571126543,Medium
0,3500,117.41,C,C2,7 years,MORTGAGE,10000,Not Verified,debt_consolidation,TX,3,2936,10,Individual,0,36,12.69,16,39.1,662,9.210340372,0,0,0.1484357519,0.8515642481,Medium
0,10000,318.79,B,B2,10+ years,MORTGAGE,88000,Source Verified,home_improvement,CA,7,19102,33,Individual,1,36,9.17,7.24,78,662,11.385092093,1,0,0.076845489,0.923154511,Low
0,21000,647.37,A,A3,10+ years,RENT,84500,Verified,credit_card,MD,8,15857,21,Individual,0,36,6.89,14.46,79.3,687,11.344506813,0,0,0.0676646787,0.9323353213,Low
0,10000,338.54,C,C3,10+ years,MORTGAGE,42000,Source Verified,debt_consolidation,AL,6,7091,16,Individual,0,36,13.33,30.69,44.6,717,10.645424897,0,0,0.1575957624,0.8424042376,Medium
0,20000,625.72,A,A5,10+ years,MORTGAGE,100000,Source Verified,debt_consolidation,TN,26,51341,50,Individual,0,36,7.89,20.46,44.3,692,11.512925465,0,0,0.0669063089,0.9330936911,Low
0,15000,464.95,A,A4,10+ years,MORTGAGE,88000,Not Verified,home_improvement,CA,9,8033,12,Individual,0,36,7.26,17.77,48.7,732,11.385092093,0,0,0.045176807,0.954823193,Low
0,8000,258.1,B,B3,10+ years,MORTGAGE,38000,Source Verified,debt_consolidation,CA,10,6278,11,Individual,1,36,9.99,19.68,32.4,697,10.545341439,1,0,0.1105556021,0.8894443979,Low
0,5200,165.78,B,B2,10+ years,MORTGAGE,21000,Not Verified,debt_consolidation,KS,5,5350,7,Individual,0,36,9.17,13.37,49,742,9.9522777167,0,0,0.0604678715,0.9395321285,Low
0,6950,235.28,C,C3,1 year,RENT,19000,Source Verified,debt_consolidation,NC,7,2628,9,Individual,0,36,13.33,32.41,28.6,742,9.8521942581,0,0,0.2117720521,0.7882279479,Medium
0,24000,662.72,F,F1,10+ years,MORTGAGE,114900,Verified,debt_consolidation,MD,18,13888,34,Individual,1,60,21.99,18.93,78,662,11.651817464,1,0,0.4747572349,0.5252427651,High
0,7700,260.67,C,C3,< 1 year,RENT,55000,Verified,debt_consolidation,GA,12,2909,34,Individual,0,36,13.33,14.25,19.1,682,10.915088464,0,0,0.206089444,0.793910556,Medium
0,10000,327.34,B,B4,10+ years,MORTGAGE,38000,Verified,home_improvement,TX,9,11333,28,Individual,0,36,10.99,25.08,77.1,672,10.545341439,0,0,0.1346153836,0.8653846164,Medium
0,20000,503.21,D,D4,1 year,RENT,75000,Source Verified,debt_consolidation,OK,9,24172,10,Individual,1,60,17.57,17.98,44,702,11.225243393,1,0,0.4519272602,0.5480727398,High
0,27000,956.59,D,D2,1 year,MORTGAGE,84000,Source Verified,credit_card,TX,13,23574,34,Individual,0,36,16.55,28.57,70.6,677,11.338572078,0,0,0.2652828636,0.7347171364,Medium
0,10000,305.31,A,A2,2 years,RENT,74000,Source Verified,credit_card,NY,6,11427,16,Individual,0,36,6.24,16.66,50.8,702,11.211820372,0,0,0.0573448778,0.9426551222,Low
0,10000,318.79,B,B2,10+ years,OWN,47000,Not Verified,credit_card,LA,5,8265,13,Individual,0,36,9.17,17.06,78.7,702,10.757902881,0,0,0.0861200557,0.9138799443,Low
0,5000,164.96,B,B5,10+ years,MORTGAGE,61000,Verified,debt_consolidation,MI,6,4988,9,Individual,0,36,11.53,3.32,52.5,662,11.018629143,0,0,0.1063267802,0.8936732198,Low
0,13625,399.84,F,F4,3 years,RENT,37000,Verified,debt_consolidation,CA,6,1662,7,Individual,1,60,24.99,28.87,59.4,692,10.518673192,1,1,0.6450037121,0.3549962879,High
0,30000,625.23,B,B2,4 years,MORTGAGE,80000,Source Verified,debt_consolidation,MT,8,1673,26,Individual,0,60,9.17,0.81,2,787,11.289781914,0,0,0.0719220517,0.9280779483,Low
0,11700,343.35,F,F4,10+ years,MORTGAGE,38400,Verified,debt_consolidation,OR,12,19878,25,Individual,0,60,24.99,31.56,61.7,697,10.555812739,0,1,0.5574648125,0.4425351875,High
0,9600,316.71,B,B5,6 years,RENT,98000,Verified,credit_card,VA,12,30752,34,Individual,0,36,11.53,24.71,87.6,677,11.492722758,0,0,0.1585942706,0.8414057294,Medium
0,24000,500.19,B,B2,9 years,RENT,57000,Not Verified,debt_consolidation,NE,8,3987,21,Individual,0,60,9.17,12.82,17,692,10.950806547,0,0,0.2058080962,0.7941919038,Medium
0,12000,392.81,B,B4,< 1 year,RENT,50050,Not Verified,debt_consolidation,TX,12,12476,14,Individual,0,36,10.99,20.25,52,697,10.820777785,0,0,0.1530953412,0.8469046588,Medium
0,20000,645.25,B,B3,10+ years,MORTGAGE,135000,Source Verified,credit_card,NY,12,25946,26,Individual,1,36,9.99,13.91,82.4,687,11.813030057,1,0,0.0905794079,0.9094205921,Low
0,8000,258.1,B,B3,2 years,RENT,40000,Source Verified,credit_card,TX,11,11637,16,Individual,1,36,9.99,31.14,74.1,662,10.596634733,1,0,0.1887001404,0.8112998596,Medium
0,5000,170.87,C,C4,8 years,RENT,130000,Verified,debt_consolidation,CO,6,5609,12,Individual,0,36,13.99,14.13,98.4,677,11.775289729,0,0,0.1932425636,0.8067574364,Medium
0,10000,314.2,B,B1,4 years,RENT,95000,Not Verified,debt_consolidation,WI,12,21296,18,Individual,0,36,8.18,18.94,39.4,672,11.461632171,0,0,0.1182648114,0.8817351886,Low
0,3600,121.88,C,C3,1 year,RENT,38000,Source Verified,credit_card,DE,8,10245,10,Individual,1,36,13.33,10.77,89.9,667,10.545341439,1,0,0.1990442988,0.8009557012,Medium
0,7925,268.29,C,C3,6 years,MORTGAGE,33000,Not Verified,credit_card,NC,4,26752,10,Individual,0,36,13.33,34.37,88.9,717,10.40426284,0,0,0.1381042249,0.8618957751,Medium
0,20000,619.93,A,A4,7 years,MORTGAGE,150000,Source Verified,credit_card,TX,5,22169,11,Individual,0,36,7.26,5.8,55.1,687,11.918390573,0,0,0.0419184158,0.9580815842,Low
0,24000,774.3,B,B3,6 years,MORTGAGE,195000,Not Verified,home_improvement,CO,21,19203,78,Individual,0,36,9.99,14.03,26.8,702,12.180754838,0,0,0.0796147985,0.9203852015,Low
0,10000,333.53,C,C1,10+ years,MORTGAGE,108000,Verified,debt_consolidation,KS,12,20786,22,Individual,0,36,12.29,19.97,91.2,662,11.589886506,0,0,0.1557070558,0.8442929442,Medium
0,18000,557.94,A,A4,10+ years,MORTGAGE,104000,Not Verified,credit_card,AL,12,18112,29,Individual,0,36,7.26,17.18,54.2,712,11.552146178,0,0,0.0441574276,0.9558425724,Low
0,3000,95.64,B,B2,7 years,RENT,70000,Source Verified,debt_consolidation,CA,13,6032,29,Individual,1,36,9.17,9.5,25.7,697,11.156250521,1,0,0.1040248843,0.8959751157,Low
0,15000,457.97,A,A2,3 years,RENT,132000,Not Verified,credit_card,CA,9,12209,12,Individual,0,36,6.24,9.61,19.6,762,11.790557202,0,0,0.0384415721,0.9615584279,Low
0,18000,366.53,B,B1,10+ years,MORTGAGE,56000,Not Verified,debt_consolidation,NH,22,18349,32,Individual,0,60,8.18,17.46,52.6,702,10.93310697,0,0,0.1661792257,0.8338207743,Medium
0,34000,768.22,C,C2,5 years,MORTGAGE,92000,Source Verified,debt_consolidation,CA,11,29361,30,Individual,0,60,12.69,19.49,59,707,11.429543856,0,0,0.2111385461,0.7888614539,Medium
0,15000,354.1,C,C5,10+ years,MORTGAGE,80080,Not Verified,home_improvement,HI,6,8533,25,Individual,0,60,14.65,13.9,85.3,662,11.290781414,0,0,0.3008332914,0.6991667086,High
0,35000,843.9,D,D1,9 years,MORTGAGE,125000,Source Verified,debt_consolidation,TX,10,6234,28,Individual,0,60,15.61,13.54,67,692,11.736069016,0,0,0.2831723078,0.7168276922,Medium
0,1200,41.01,C,C4,9 years,RENT,25000,Verified,debt_consolidation,MN,7,9837,18,Individual,1,36,13.99,38.24,71.3,707,10.126631104,1,0,0.2495664629,0.7504335371,Medium
0,28000,979.02,D,D1,10+ years,MORTGAGE,72000,Not Verified,debt_consolidation,CO,13,2407,29,Individual,1,36,15.61,20.41,8.8,717,11.184421398,1,0,0.1948102738,0.8051897262,Medium
0,20850,552.29,E,E4,5 years,MORTGAGE,55000,Not Verified,debt_consolidation,MS,11,6796,17,Individual,1,60,19.99,31.6,79,692,10.915088464,1,0,0.4797165974,0.5202834026,High
0,8825,273.55,A,A4,2 years,RENT,43000,Verified,debt_consolidation,CT,15,3359,27,Individual,0,36,7.26,7.29,24.9,732,10.668955395,0,0,0.0578743965,0.9421256035,Low
0,7500,235.65,B,B1,10+ years,OWN,85900,Source Verified,debt_consolidation,CA,10,21632,25,Individual,0,36,8.18,14.17,74.3,672,11.360939108,0,0,0.090367301,0.909632699,Low
0,30000,1025.19,C,C4,4 years,OWN,120000,Verified,credit_card,TX,9,11847,22,Individual,1,36,13.99,5.49,66.6,682,11.695247022,1,0,0.1803480728,0.8196519272,Medium
0,20400,551.78,E,E5,10+ years,MORTGAGE,70000,Verified,debt_consolidation,MN,17,6511,35,Individual,0,60,20.99,23.52,39.7,667,11.156250521,0,1,0.5492808634,0.4507191366,High
0,23000,519.68,C,C2,10+ years,RENT,58000,Not Verified,credit_card,WA,13,20472,21,Individual,0,60,12.69,20.24,56.4,702,10.96819829,0,0,0.3140485875,0.6859514125,High
0,10000,241.12,D,D1,8 years,RENT,32000,Not Verified,other,NY,4,2163,9,Individual,0,60,15.61,11.14,34.3,762,10.373491182,0,0,0.2696001477,0.7303998523,Medium
0,28000,854.87,A,A2,3 years,MORTGAGE,115000,Source Verified,debt_consolidation,IL,16,35134,23,Individual,0,36,6.24,22.25,54.7,697,11.652687407,0,0,0.0562369069,0.9437630931,Low
0,24875,635.05,E,E1,3 years,OWN,54100,Verified,credit_card,SC,13,14215,25,Individual,1,60,18.25,31.61,54.7,697,10.898589465,1,0,0.4800498563,0.5199501437,High
0,1600,56.69,D,D2,10+ years,RENT,32000,Verified,other,TN,10,3952,33,Individual,1,36,16.55,27.98,71.9,672,10.373491182,1,0,0.2660798938,0.7339201062,Medium
0,10000,309.97,A,A4,6 years,OWN,27992,Not Verified,debt_consolidation,PA,3,7695,6,Individual,0,36,7.26,8.96,83.6,707,10.239674034,0,0,0.045970589,0.954029411,Low
0,8000,247.97,A,A4,10+ years,MORTGAGE,160000,Source Verified,credit_card,CA,22,8612,36,Individual,0,36,7.26,13.61,13.1,762,11.982929094,0,0,0.040840193,0.959159807,Low
0,22800,735.59,B,B3,10+ years,MORTGAGE,102000,Source Verified,debt_consolidation,CA,28,5124,56,Individual,0,36,9.99,34.19,22.8,667,11.532728092,0,0,0.1887782581,0.8112217419,Medium
0,10000,335.45,C,C2,< 1 year,RENT,48000,Verified,credit_card,IL,8,11054,13,Individual,0,36,12.69,15.83,92.1,667,10.77895629,0,0,0.2055270888,0.7944729112,Medium
0,6000,196.41,B,B4,3 years,RENT,62760,Source Verified,car,CA,5,690,45,Individual,0,36,10.99,6.81,13.5,692,11.047073207,0,0,0.0957690888,0.9042309112,Low
0,15000,469.29,A,A5,3 years,MORTGAGE,70000,Not Verified,debt_consolidation,CA,14,36873,21,Individual,0,36,7.89,17.5,59,697,11.156250521,0,0,0.0535861156,0.9464138844,Low
0,35000,861.4,D,D2,6 years,RENT,82500,Source Verified,credit_card,OR,5,20529,21,Individual,0,60,16.55,10.91,83.8,697,11.320553572,0,0,0.3275350676,0.6724649324,High
0,10000,356.48,D,D3,8 years,MORTGAGE,70647.08,Source Verified,other,VA,12,13019,16,Individual,0,36,16.99,9.51,33,737,11.165452057,0,0,0.1467173922,0.8532826078,Medium
0,4800,160.1,C,C1,8 years,RENT,55000,Source Verified,credit_card,TN,4,4775,7,Individual,1,36,12.29,3.91,54.3,662,10.915088464,1,0,0.1676631538,0.8323368462,Medium
0,10000,318.79,B,B2,< 1 year,RENT,102000,Not Verified,credit_card,MD,12,15245,22,Individual,0,36,9.17,16.38,31.3,712,11.532728092,0,0,0.1031306159,0.8968693841,Low
0,3000,98.98,B,B5,8 years,RENT,75052,Verified,vacation,CA,10,29307,23,Individual,0,36,11.53,23.19,95.5,697,11.225936486,0,0,0.124905368,0.875094632,Medium
